Innings Player,Innings Runs Scored,Innings Runs Scored Num,Innings Minutes Batted,Innings Batted Flag,Innings Not Out Flag,Innings Balls Faced,Innings Boundary Fours,Innings Boundary Sixes,Innings Batting Strike Rate,Innings Number,Opposition,Ground,Innings Date,Country,50's,100's,Innings Runs Scored Buckets
WU Tharanga,,,,,,,,,,1,v Bangladesh,Colombo (RPS),06-04-2017,Sri Lanka,,,
WU Tharanga,,,,,,,,,,2,v India,Colombo (RPS),06-09-2017,Sri Lanka,,,
SMA Priyanjan,,,,,,,,,,2,v India,Colombo (RPS),06-09-2017,Sri Lanka,,,
EMDY Munaweera,,,,,,,,,,2,v India,Colombo (RPS),06-09-2017,Sri Lanka,,,
N Dickwella,,,,,,,,,,2,v India,Colombo (RPS),06-09-2017,Sri Lanka,,,
MD Shanaka,,,,,,,,,,2,v India,Colombo (RPS),06-09-2017,Sri Lanka,,,
ML Udawatte,,,,,,,,,,2,v Pakistan,Abu Dhabi,26-10-2017,Sri Lanka,,,
SMA Priyanjan,,,,,,,,,,2,v Pakistan,Abu Dhabi,26-10-2017,Sri Lanka,,,
MD Gunathilaka,,,,,,,,,,2,v Pakistan,Abu Dhabi,26-10-2017,Sri Lanka,,,
S Samarawickrama,,,,,,,,,,2,v Pakistan,Abu Dhabi,26-10-2017,Sri Lanka,,,
ML Udawatte,,,,,,,,,,2,v Pakistan,Abu Dhabi,27-10-2017,Sri Lanka,,,
SMA Priyanjan,,,,,,,,,,2,v Pakistan,Abu Dhabi,27-10-2017,Sri Lanka,,,
S Prasanna,,,,,,,,,,2,v Pakistan,Abu Dhabi,27-10-2017,Sri Lanka,,,
MD Gunathilaka,,,,,,,,,,2,v Pakistan,Abu Dhabi,27-10-2017,Sri Lanka,,,
S Samarawickrama,,,,,,,,,,2,v Pakistan,Abu Dhabi,27-10-2017,Sri Lanka,,,
S Prasanna,,,,,,,,,,1,v Pakistan,Lahore,29-10-2017,Sri Lanka,,,
S Samarawickrama,,,,,,,,,,1,v Pakistan,Lahore,29-10-2017,Sri Lanka,,,
ML Udawatte,,,,,,,,,,1,v Pakistan,Lahore,29-10-2017,Sri Lanka,,,
WU Tharanga,,,,,,,,,,1,v India,Cuttack,20-12-2017,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,1,v India,Cuttack,20-12-2017,Sri Lanka,,,
DAS Gunaratne,,,,,,,,,,1,v India,Cuttack,20-12-2017,Sri Lanka,,,
N Dickwella,,,,,,,,,,1,v India,Cuttack,20-12-2017,Sri Lanka,,,
MD Shanaka,,,,,,,,,,1,v India,Cuttack,20-12-2017,Sri Lanka,,,
WU Tharanga,,,,,,,,,,1,v India,Indore,22-12-2017,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,1,v India,Indore,22-12-2017,Sri Lanka,,,
N Dickwella,,,,,,,,,,1,v India,Indore,22-12-2017,Sri Lanka,,,
S Samarawickrama,,,,,,,,,,1,v India,Indore,22-12-2017,Sri Lanka,,,
WU Tharanga,,,,,,,,,,2,v India,Mumbai,24-12-2017,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,2,v India,Mumbai,24-12-2017,Sri Lanka,,,
MD Gunathilaka,,,,,,,,,,2,v India,Mumbai,24-12-2017,Sri Lanka,,,
DAS Gunaratne,,,,,,,,,,2,v India,Mumbai,24-12-2017,Sri Lanka,,,
N Dickwella,,,,,,,,,,2,v India,Mumbai,24-12-2017,Sri Lanka,,,
S Samarawickrama,,,,,,,,,,2,v India,Mumbai,24-12-2017,Sri Lanka,,,
LD Chandimal,,,,,,,,,,1,v Bangladesh,Dhaka,15-02-2018,Sri Lanka,,,
N Dickwella,,,,,,,,,,1,v Bangladesh,Dhaka,15-02-2018,Sri Lanka,,,
MD Shanaka,,,,,,,,,,1,v Bangladesh,Dhaka,15-02-2018,Sri Lanka,,,
BKG Mendis,,,,,,,,,,1,v Bangladesh,Dhaka,15-02-2018,Sri Lanka,,,
WU Tharanga,,,,,,,,,,1,v Bangladesh,Dhaka,15-02-2018,Sri Lanka,,,
WU Tharanga,,,,,,,,,,2,v Bangladesh,Sylhet,18-02-2018,Sri Lanka,,,
LD Chandimal,,,,,,,,,,2,v Bangladesh,Sylhet,18-02-2018,Sri Lanka,,,
BKG Mendis,,,,,,,,,,2,v Bangladesh,Sylhet,18-02-2018,Sri Lanka,,,
WU Tharanga,,,,,,,,,,1,v India,Colombo (RPS),06-03-2018,Sri Lanka,,,
LD Chandimal,,,,,,,,,,1,v India,Colombo (RPS),06-03-2018,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,1,v India,Colombo (RPS),06-03-2018,Sri Lanka,,,
MD Shanaka,,,,,,,,,,1,v India,Colombo (RPS),06-03-2018,Sri Lanka,,,
BKG Mendis,,,,,,,,,,1,v India,Colombo (RPS),06-03-2018,Sri Lanka,,,
WU Tharanga,,,,,,,,,,2,v Bangladesh,Colombo (RPS),10-03-2018,Sri Lanka,,,
LD Chandimal,,,,,,,,,,2,v Bangladesh,Colombo (RPS),10-03-2018,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,2,v Bangladesh,Colombo (RPS),10-03-2018,Sri Lanka,,,
BKG Mendis,,,,,,,,,,2,v Bangladesh,Colombo (RPS),10-03-2018,Sri Lanka,,,
WU Tharanga,,,,,,,,,,2,v India,Colombo (RPS),12-03-2018,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,2,v India,Colombo (RPS),12-03-2018,Sri Lanka,,,
MD Gunathilaka,,,,,,,,,,2,v India,Colombo (RPS),12-03-2018,Sri Lanka,,,
MD Shanaka,,,,,,,,,,2,v India,Colombo (RPS),12-03-2018,Sri Lanka,,,
BKG Mendis,,,,,,,,,,2,v India,Colombo (RPS),12-03-2018,Sri Lanka,,,
WU Tharanga,,,,,,,,,,2,v Bangladesh,Colombo (RPS),16-03-2018,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,2,v Bangladesh,Colombo (RPS),16-03-2018,Sri Lanka,,,
MD Shanaka,,,,,,,,,,2,v Bangladesh,Colombo (RPS),16-03-2018,Sri Lanka,,,
BKG Mendis,,,,,,,,,,2,v Bangladesh,Colombo (RPS),16-03-2018,Sri Lanka,,,
AD Mathews,,,,,,,,,,1,v South Africa,Colombo (RPS),14-08-2018,Sri Lanka,,,
NLTC Perera,,,,,,,,,,1,v South Africa,Colombo (RPS),14-08-2018,Sri Lanka,,,
LD Chandimal,,,,,,,,,,1,v South Africa,Colombo (RPS),14-08-2018,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,1,v South Africa,Colombo (RPS),14-08-2018,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,1,v South Africa,Colombo (RPS),14-08-2018,Sri Lanka,,,
MD Shanaka,,,,,,,,,,1,v South Africa,Colombo (RPS),14-08-2018,Sri Lanka,,,
LD Chandimal,,,,,,,,,,1,v England,Colombo (RPS),27-10-2018,Sri Lanka,,,
N Dickwella,,,,,,,,,,1,v England,Colombo (RPS),27-10-2018,Sri Lanka,,,
MD Shanaka,,,,,,,,,,1,v England,Colombo (RPS),27-10-2018,Sri Lanka,,,
BKG Mendis,,,,,,,,,,1,v England,Colombo (RPS),27-10-2018,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,1,v New Zealand,Auckland,11-01-2019,Sri Lanka,,,
N Dickwella,,,,,,,,,,1,v New Zealand,Auckland,11-01-2019,Sri Lanka,,,
MD Shanaka,,,,,,,,,,1,v New Zealand,Auckland,11-01-2019,Sri Lanka,,,
DM de Silva,,,,,,,,,,1,v New Zealand,Auckland,11-01-2019,Sri Lanka,,,
BKG Mendis,,,,,,,,,,1,v New Zealand,Auckland,11-01-2019,Sri Lanka,,,
S Samarawickrama,,,,,,,,,,1,v New Zealand,Auckland,11-01-2019,Sri Lanka,,,
NLTC Perera,,,,,,,,,,2,v South Africa,Cape Town,19-03-2019,Sri Lanka,,,
AK Perera,,,,,,,,,,2,v South Africa,Cape Town,19-03-2019,Sri Lanka,,,
N Dickwella,,,,,,,,,,2,v South Africa,Cape Town,19-03-2019,Sri Lanka,,,
BKG Mendis,,,,,,,,,,2,v South Africa,Cape Town,19-03-2019,Sri Lanka,,,
WIA Fernando,,,,,,,,,,2,v South Africa,Cape Town,19-03-2019,Sri Lanka,,,
BKG Mendis,,,,,,,,,,1,v South Africa,Centurion,22-03-2019,Sri Lanka,,,
WIA Fernando,,,,,,,,,,1,v South Africa,Centurion,22-03-2019,Sri Lanka,,,
AK Perera,,,,,,,,,,1,v South Africa,Centurion,22-03-2019,Sri Lanka,,,
N Dickwella,,,,,,,,,,1,v South Africa,Centurion,22-03-2019,Sri Lanka,,,
DM de Silva,,,,,,,,,,1,v South Africa,Centurion,22-03-2019,Sri Lanka,,,
NLTC Perera,,,,,,,,,,1,v South Africa,Johannesburg,24-03-2019,Sri Lanka,,,
AK Perera,,,,,,,,,,1,v South Africa,Johannesburg,24-03-2019,Sri Lanka,,,
N Dickwella,,,,,,,,,,1,v South Africa,Johannesburg,24-03-2019,Sri Lanka,,,
WIA Fernando,,,,,,,,,,1,v South Africa,Johannesburg,24-03-2019,Sri Lanka,,,
PHKD Mendis,,,,,,,,,,1,v South Africa,Johannesburg,24-03-2019,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,2,v New Zealand,Pallekele,01-09-2019,Sri Lanka,,,
N Dickwella,,,,,,,,,,2,v New Zealand,Pallekele,01-09-2019,Sri Lanka,,,
MD Shanaka,,,,,,,,,,2,v New Zealand,Pallekele,01-09-2019,Sri Lanka,,,
BKG Mendis,,,,,,,,,,2,v New Zealand,Pallekele,01-09-2019,Sri Lanka,,,
WIA Fernando,,,,,,,,,,2,v New Zealand,Pallekele,01-09-2019,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,2,v New Zealand,Pallekele,03-09-2019,Sri Lanka,,,
N Dickwella,,,,,,,,,,2,v New Zealand,Pallekele,03-09-2019,Sri Lanka,,,
MD Shanaka,,,,,,,,,,2,v New Zealand,Pallekele,03-09-2019,Sri Lanka,,,
BKG Mendis,,,,,,,,,,2,v New Zealand,Pallekele,03-09-2019,Sri Lanka,,,
WIA Fernando,,,,,,,,,,2,v New Zealand,Pallekele,03-09-2019,Sri Lanka,,,
N Dickwella,,,,,,,,,,2,v New Zealand,Pallekele,06-09-2019,Sri Lanka,,,
MD Shanaka,,,,,,,,,,2,v New Zealand,Pallekele,06-09-2019,Sri Lanka,,,
WIA Fernando,,,,,,,,,,2,v New Zealand,Pallekele,06-09-2019,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,2,v New Zealand,Pallekele,06-09-2019,Sri Lanka,,,
I Udana,,,,,,,,,,2,v New Zealand,Pallekele,06-09-2019,Sri Lanka,,,
LD Madushanka,,,,,,,,,,2,v New Zealand,Pallekele,06-09-2019,Sri Lanka,,,
PBB Rajapaksa,,,,,,,,,,2,v Pakistan,Lahore,05-10-2019,Sri Lanka,,,
MD Gunathilaka,,,,,,,,,,2,v Pakistan,Lahore,05-10-2019,Sri Lanka,,,
GSNFG Jayasuriya,,,,,,,,,,2,v Pakistan,Lahore,05-10-2019,Sri Lanka,,,
MD Shanaka,,,,,,,,,,2,v Pakistan,Lahore,05-10-2019,Sri Lanka,,,
M Bhanuka,,,,,,,,,,2,v Pakistan,Lahore,05-10-2019,Sri Lanka,,,
WIA Fernando,,,,,,,,,,2,v Pakistan,Lahore,05-10-2019,Sri Lanka,,,
PBB Rajapaksa,,,,,,,,,,2,v Pakistan,Lahore,07-10-2019,Sri Lanka,,,
MD Gunathilaka,,,,,,,,,,2,v Pakistan,Lahore,07-10-2019,Sri Lanka,,,
GSNFG Jayasuriya,,,,,,,,,,2,v Pakistan,Lahore,07-10-2019,Sri Lanka,,,
MD Shanaka,,,,,,,,,,2,v Pakistan,Lahore,07-10-2019,Sri Lanka,,,
M Bhanuka,,,,,,,,,,2,v Pakistan,Lahore,07-10-2019,Sri Lanka,,,
WIA Fernando,,,,,,,,,,2,v Pakistan,Lahore,07-10-2019,Sri Lanka,,,
AK Perera,,,,,,,,,,2,v Pakistan,Lahore,09-10-2019,Sri Lanka,,,
PBB Rajapaksa,,,,,,,,,,2,v Pakistan,Lahore,09-10-2019,Sri Lanka,,,
BOP Fernando,,,,,,,,,,2,v Pakistan,Lahore,09-10-2019,Sri Lanka,,,
MD Shanaka,,,,,,,,,,2,v Pakistan,Lahore,09-10-2019,Sri Lanka,,,
S Samarawickrama,,,,,,,,,,2,v Pakistan,Lahore,09-10-2019,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,1,v Australia,Adelaide,27-10-2019,Sri Lanka,,,
PBB Rajapaksa,,,,,,,,,,1,v Australia,Adelaide,27-10-2019,Sri Lanka,,,
MD Gunathilaka,,,,,,,,,,1,v Australia,Adelaide,27-10-2019,Sri Lanka,,,
BOP Fernando,,,,,,,,,,1,v Australia,Adelaide,27-10-2019,Sri Lanka,,,
BKG Mendis,,,,,,,,,,1,v Australia,Adelaide,27-10-2019,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,2,v Australia,Brisbane,30-10-2019,Sri Lanka,,,
MD Gunathilaka,,,,,,,,,,2,v Australia,Brisbane,30-10-2019,Sri Lanka,,,
N Dickwella,,,,,,,,,,2,v Australia,Brisbane,30-10-2019,Sri Lanka,,,
MD Shanaka,,,,,,,,,,2,v Australia,Brisbane,30-10-2019,Sri Lanka,,,
BKG Mendis,,,,,,,,,,2,v Australia,Brisbane,30-10-2019,Sri Lanka,,,
WIA Fernando,,,,,,,,,,2,v Australia,Brisbane,30-10-2019,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,2,v Australia,Melbourne,01-11-2019,Sri Lanka,,,
PBB Rajapaksa,,,,,,,,,,2,v Australia,Melbourne,01-11-2019,Sri Lanka,,,
BOP Fernando,,,,,,,,,,2,v Australia,Melbourne,01-11-2019,Sri Lanka,,,
N Dickwella,,,,,,,,,,2,v Australia,Melbourne,01-11-2019,Sri Lanka,,,
BKG Mendis,,,,,,,,,,2,v Australia,Melbourne,01-11-2019,Sri Lanka,,,
WIA Fernando,,,,,,,,,,2,v Australia,Melbourne,01-11-2019,Sri Lanka,,,
SL Malinga,,,,,,,,,,-,v India,Guwahati,05-01-2020,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,-,v India,Guwahati,05-01-2020,Sri Lanka,,,
I Udana,,,,,,,,,,-,v India,Guwahati,05-01-2020,Sri Lanka,,,
PBB Rajapaksa,,,,,,,,,,-,v India,Guwahati,05-01-2020,Sri Lanka,,,
MD Gunathilaka,,,,,,,,,,-,v India,Guwahati,05-01-2020,Sri Lanka,,,
BOP Fernando,,,,,,,,,,-,v India,Guwahati,05-01-2020,Sri Lanka,,,
MD Shanaka,,,,,,,,,,-,v India,Guwahati,05-01-2020,Sri Lanka,,,
DM de Silva,,,,,,,,,,-,v India,Guwahati,05-01-2020,Sri Lanka,,,
WIA Fernando,,,,,,,,,,-,v India,Guwahati,05-01-2020,Sri Lanka,,,
CBRLS Kumara,,,,,,,,,,-,v India,Guwahati,05-01-2020,Sri Lanka,,,
PWH de Silva,,,,,,,,,,-,v India,Guwahati,05-01-2020,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,2,v India,Indore,07-01-2020,Sri Lanka,,,
I Udana,,,,,,,,,,2,v India,Indore,07-01-2020,Sri Lanka,,,
PBB Rajapaksa,,,,,,,,,,2,v India,Indore,07-01-2020,Sri Lanka,,,
MD Gunathilaka,,,,,,,,,,2,v India,Indore,07-01-2020,Sri Lanka,,,
BOP Fernando,,,,,,,,,,2,v India,Indore,07-01-2020,Sri Lanka,,,
WIA Fernando,,,,,,,,,,2,v India,Indore,07-01-2020,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,1,v India,Pune,10-01-2020,Sri Lanka,,,
MD Gunathilaka,,,,,,,,,,1,v India,Pune,10-01-2020,Sri Lanka,,,
BOP Fernando,,,,,,,,,,1,v India,Pune,10-01-2020,Sri Lanka,,,
MD Shanaka,,,,,,,,,,1,v India,Pune,10-01-2020,Sri Lanka,,,
WIA Fernando,,,,,,,,,,1,v India,Pune,10-01-2020,Sri Lanka,,,
MD Shanaka,,,,,,,,,,1,v West Indies,Pallekele,04-03-2020,Sri Lanka,,,
GSNFG Jayasuriya,,,,,,,,,,1,v West Indies,Pallekele,04-03-2020,Sri Lanka,,,
MD Shanaka,,,,,,,,,,1,v West Indies,Pallekele,04-03-2020,Sri Lanka,,,
BKG Mendis,,,,,,,,,,1,v West Indies,Pallekele,04-03-2020,Sri Lanka,,,
WIA Fernando,,,,,,,,,,1,v West Indies,Pallekele,04-03-2020,Sri Lanka,,,
MDKJ Perera,,,,,,,,,,2,v West Indies,Pallekele,06-03-2020,Sri Lanka,,,
BKG Mendis,,,,,,,,,,2,v West Indies,Pallekele,06-03-2020,Sri Lanka,,,
WIA Fernando,,,,,,,,,,2,v West Indies,Pallekele,06-03-2020,Sri Lanka,,,
PWH de Silva,,,,,,,,,,2,v West Indies,Pallekele,06-03-2020,Sri Lanka,,,
WP Masakadza,,,,,,,,,,2,v Scotland,Nagpur,10-03-2016,Zimbabwe,,,
CB Mpofu,,,,,,,,,,1,v Afghanistan,Chattogram,20-09-2019,Zimbabwe,,,
E Chigumbura,,,,,,,,,,1,v England,Cape Town,13-09-2007,Zimbabwe,,,
N Madziva,,,,,,,,,,2,v Bangladesh,Khulna,22-01-2016,Zimbabwe,,,
T Panyangara,,,,,,,,,,2,v Ireland,Sylhet,17-03-2014,Zimbabwe,,,
AG Cremer,,,,,,,,,,2,v West Indies,Port of Spain,28-02-2010,Zimbabwe,,,
KM Jarvis,,,,,,,,,,1,v Pakistan,Harare,18-09-2011,Zimbabwe,,,
SC Williams,,,,,,,,,,1,v U.A.E.,Sylhet,21-03-2014,Zimbabwe,,,
CB Mpofu,,,,,,,,,,2,v Pakistan,King City (NW),12-10-2008,Zimbabwe,,,
AG Cremer,,,,,,,,,,1,v Afghanistan,Sharjah,08-01-2016,Zimbabwe,,,
TS Chisoro,,,,,,,,,,2,v Bangladesh,Khulna,22-01-2016,Zimbabwe,,,
AG Cremer,,,,,,,,,,2,v India,Harare,19-07-2015,Zimbabwe,,,
CJ Chibhabha,,,,,,,,,,1,v Pakistan,Harare,27-09-2015,Zimbabwe,,,
AG Cremer,,,,,,,,,,2,v Bangladesh,Khulna,20-01-2016,Zimbabwe,,,
E Chigumbura,,,,,,,,,,1,v Australia,Cape Town,12-09-2007,Zimbabwe,,,
DT Tiripano,,,,,,,,,,1,v India,Harare,22-06-2016,Zimbabwe,,,
TL Chatara,,,,,,,,,,1,v Afghanistan,Sharjah,06-02-2018,Zimbabwe,,,
B Muzarabani,,,,,,,,,,2,v Australia,Harare,06-07-2018,Zimbabwe,,,
SC Williams,,,,,,,,,,2,v Nepal,Singapore,01-10-2019,Zimbabwe,,,
RP Burl,,,,,,,,,,1,v Singapore,Singapore,29-09-2019,Zimbabwe,,,
P Utseya,,,,,,,,,,1,v Bangladesh,Khulna,28-11-2006,Zimbabwe,,,
P Utseya,,,,,,,,,,2,v Canada,King City (NW),13-10-2008,Zimbabwe,,,
SC Williams,,,,,,,,,,1,v New Zealand,Harare,09-08-2015,Zimbabwe,,,
AG Cremer,,,,,,,,,,2,v Bangladesh,Dhaka,13-11-2015,Zimbabwe,,,
T Panyangara,,,,,,,,,,1,v Bangladesh,Dhaka,15-11-2015,Zimbabwe,,,
T Panyangara,,,,,,,,,,2,v Bangladesh,Bulawayo,11-05-2013,Zimbabwe,,,
T Panyangara,,,,,,,,,,1,v Afghanistan,Nagpur,12-03-2016,Zimbabwe,,,
KM Jarvis,,,,,,,,,,1,v Bangladesh,Chattogram,18-09-2019,Zimbabwe,,,
CB Mpofu,,,,,,,,,,1,v India,Harare,17-07-2015,Zimbabwe,,,
KM Jarvis,,,,,,,,,,1,v South Africa,East London,09-10-2018,Zimbabwe,,,
KM Jarvis,,,,,,,,,,1,v Ireland,Bready,14-07-2019,Zimbabwe,,,
RW Price,,,,,,,,,,2,v Canada,King City (NW),13-10-2008,Zimbabwe,,,
Sikandar Raza,,,,,,,,,,2,v Bangladesh,Khulna,20-01-2016,Zimbabwe,,,
RW Price,,,,,,,,,,2,v Sri Lanka,King City (NW),10-10-2008,Zimbabwe,,,
AG Cremer,,,,,,,,,,2,v Canada,King City (NW),13-10-2008,Zimbabwe,,,
CT Mutombodzi,,,,,,,,,,2,v Nepal,Singapore,01-10-2019,Zimbabwe,,,
CJ Chibhabha,,,,,,,,,,2,v India,Harare,18-06-2016,Zimbabwe,,,
GA Lamb,,,,,,,,,,2,v West Indies,Port of Spain,28-02-2010,Zimbabwe,,,
CB Mpofu,,,,,,,,,,2,v West Indies,North Sound,02-03-2013,Zimbabwe,,,
P Utseya,,,,,,,,,,1,v Bangladesh,Bulawayo,12-05-2013,Zimbabwe,,,
Sikandar Raza,,,,,,,,,,1,v U.A.E.,Sylhet,21-03-2014,Zimbabwe,,,
TS Chisoro,,,,,,,,,,2,v Bangladesh,Dhaka,13-11-2015,Zimbabwe,,,
SC Williams,,,,,,,,,,1,v Afghanistan,Dhaka,14-09-2019,Zimbabwe,,,
CT Mutombodzi,,,,,,,,,,1,v Afghanistan,Chattogram,20-09-2019,Zimbabwe,,,
GB Brent,,,,,,,,,,1,v Australia,Cape Town,12-09-2007,Zimbabwe,,,
SC Williams,,,,,,,,,,1,v Nepal,Singapore,27-09-2019,Zimbabwe,,,
DT Tiripano,,,,,,,,,,2,v Scotland,Nagpur,10-03-2016,Zimbabwe,,,
AG Cremer,,,,,,,,,,1,v Afghanistan,Sharjah,06-02-2018,Zimbabwe,,,
TL Chatara,,,,,,,,,,1,v U.A.E.,Sylhet,21-03-2014,Zimbabwe,,,
AG Cremer,,,,,,,,,,1,v Bangladesh,Dhaka,15-11-2015,Zimbabwe,,,
KM Jarvis,,,,,,,,,,1,v Afghanistan,Sharjah,06-02-2018,Zimbabwe,,,
E Chigumbura,,,,,,,,,,2,v New Zealand,Hamilton,14-02-2012,Zimbabwe,,,
RW Price,,,,,,,,,,2,v India,Harare,12-06-2010,Zimbabwe,,,
P Utseya,,,,,,,,,,1,v Netherlands,Sylhet,19-03-2014,Zimbabwe,,,
LM Jongwe,,,,,,,,,,1,v Pakistan,Harare,29-09-2015,Zimbabwe,,,
TL Chatara,,,,,,,,,,2,v Scotland,Nagpur,10-03-2016,Zimbabwe,,,
CB Mpofu,,,,,,,,,,1,v South Africa,East London,09-10-2018,Zimbabwe,,,
CB Mpofu,,,,,,,,,,2,v Pakistan,Lahore,24-05-2015,Zimbabwe,,,
N Madziva,,,,,,,,,,1,v Bangladesh,Dhaka,15-11-2015,Zimbabwe,,,
SC Williams,,,,,,,,,,2,v South Africa,Potchefstroom,12-10-2018,Zimbabwe,,,
N Madziva,,,,,,,,,,2,v Bangladesh,Dhaka,13-09-2019,Zimbabwe,,,
T Panyangara,,,,,,,,,,1,v Pakistan,Harare,29-09-2015,Zimbabwe,,,
DT Tiripano,,,,,,,,,,2,v Hong Kong,Nagpur,08-03-2016,Zimbabwe,,,
D Jakiel,,,,,,,,,,1,v Singapore,Singapore,03-10-2019,Zimbabwe,,,
P Utseya,,,,,,,,,,1,v South Africa,Kimberley,10-10-2010,Zimbabwe,,,
CT Mutombodzi,,,,,,,,,,1,v West Indies,North Sound,03-03-2013,Zimbabwe,,,
AG Cremer,,,,,,,,,,2,v Pakistan,Lahore,22-05-2015,Zimbabwe,,,
TL Chatara,,,,,,,,,,2,v Hong Kong,Nagpur,08-03-2016,Zimbabwe,,,
TS Chisoro,,,,,,,,,,1,v Pakistan,Harare,01-07-2018,Zimbabwe,,,
SC Williams,,,,,,,,,,1,v Netherlands,Rotterdam,25-06-2019,Zimbabwe,,,
TL Chatara,,,,,,,,,,1,v Pakistan,Harare,23-08-2013,Zimbabwe,,,
E Chigumbura,,,,,,,,,,1,v Canada,King City (NW),11-10-2008,Zimbabwe,,,
RW Price,,,,,,,,,,1,v Sri Lanka,Providence,03-05-2010,Zimbabwe,,,
CB Mpofu,,,,,,,,,,2,v India,Harare,12-06-2010,Zimbabwe,,,
Sikandar Raza,,,,,,,,,,2,v Bangladesh,Khulna,22-01-2016,Zimbabwe,,,
T Muzarabani,,,,,,,,,,2,v India,Harare,18-06-2016,Zimbabwe,,,
KM Jarvis,,,,,,,,,,2,v Bangladesh,Dhaka,13-09-2019,Zimbabwe,,,
KM Jarvis,,,,,,,,,,2,v New Zealand,Auckland,11-02-2012,Zimbabwe,,,
SC Williams,,,,,,,,,,2,v Pakistan,Lahore,24-05-2015,Zimbabwe,,,
AG Cremer,,,,,,,,,,2,v Bangladesh,Khulna,15-01-2016,Zimbabwe,,,
TL Chatara,,,,,,,,,,2,v Bangladesh,Dhaka,13-09-2019,Zimbabwe,,,
N M'shangwe,,,,,,,,,,1,v West Indies,North Sound,03-03-2013,Zimbabwe,,,
GA Lamb,,,,,,,,,,1,v Sri Lanka,Providence,03-05-2010,Zimbabwe,,,
P Utseya,,,,,,,,,,2,v Bangladesh,Bulawayo,11-05-2013,Zimbabwe,,,
KM Jarvis,,,,,,,,,,2,v New Zealand,Hamilton,14-02-2012,Zimbabwe,,,
TL Chatara,,,,,,,,,,1,v Ireland,Bready,14-07-2019,Zimbabwe,,,
KM Jarvis,,,,,,,,,,1,v New Zealand,Harare,17-10-2011,Zimbabwe,,,
B Muzarabani,,,,,,,,,,2,v Afghanistan,Sharjah,05-02-2018,Zimbabwe,,,
CJ Chibhabha,,,,,,,,,,2,v Afghanistan,Bulawayo,28-10-2015,Zimbabwe,,,
B Muzarabani,,,,,,,,,,1,v Australia,Harare,03-07-2018,Zimbabwe,,,
CB Mpofu,,,,,,,,,,1,v Netherlands,Rotterdam,23-06-2019,Zimbabwe,,,
SW Masakadza,,,,,,,,,,1,v South Africa,Kimberley,10-10-2010,Zimbabwe,,,
CB Mpofu,,,,,,,,,,1,v Netherlands,Rotterdam,25-06-2019,Zimbabwe,,,
GB Brent,,,,,,,,,,1,v Bangladesh,Khulna,28-11-2006,Zimbabwe,,,
P Utseya,,,,,,,,,,2,v South Africa,Bloemfontein,08-10-2010,Zimbabwe,,,
CB Mpofu,,,,,,,,,,1,v Bangladesh,Chattogram,18-09-2019,Zimbabwe,,,
B Muzarabani,,,,,,,,,,1,v Afghanistan,Sharjah,06-02-2018,Zimbabwe,,,
R Ngarava,,,,,,,,,,1,v Singapore,Singapore,29-09-2019,Zimbabwe,,,
TL Chatara,,,,,,,,,,1,v Afghanistan,Dhaka,14-09-2019,Zimbabwe,,,
KM Dabengwa,,,,,,,,,,1,v Bangladesh,Khulna,28-11-2006,Zimbabwe,,,
C Zhuwao,,,,,,,,,,2,v Canada,King City (NW),13-10-2008,Zimbabwe,,,
KM Dabengwa,,,,,,,,,,2,v Canada,King City (NW),13-10-2008,Zimbabwe,,,
H Masakadza,,,,,,,,,,1,v Bangladesh,Bulawayo,12-05-2013,Zimbabwe,,,
CB Mpofu,,,,,,,,,,2,v Canada,King City (NW),13-10-2008,Zimbabwe,,,
T Maruma,,,,,,,,,,1,v Canada,King City (NW),11-10-2008,Zimbabwe,,,
T Panyangara,,,,,,,,,,1,v Pakistan,Harare,27-09-2015,Zimbabwe,,,
RP Burl,,,,,,,,,,2,v Nepal,Singapore,01-10-2019,Zimbabwe,,,
H Masakadza,,,,,,,,,,1,v Australia,Cape Town,12-09-2007,Zimbabwe,,,
LM Jongwe,,,,,,,,,,1,v Pakistan,Harare,27-09-2015,Zimbabwe,,,
KM Jarvis,,,,,,,,,,1,v Pakistan,Harare,01-07-2018,Zimbabwe,,,
E Chigumbura,,,,,,,,,,2,v Sri Lanka,King City (NW),10-10-2008,Zimbabwe,,,
Sikandar Raza,,,,,,,,,,2,v Hong Kong,Nagpur,08-03-2016,Zimbabwe,,,
